package_name;license
tensorflowonspark;Apache-2.0 License
python-language-server;MIT License
python-barbicanclient;Apache-2.0 License
queueman;MIT License
python-louvain;License not permissive (text)
shutilwhich;Python Software Foundation (text)
jinja2schema;License not permissive (text)
pip-shims;ISC License
ansi2html;LGPL-3.0 License
graphene-file-upload;MIT License
graphyte;MIT License
gspread-pandas;BSD-3-Clause License
django-dirtyfields;License not permissive (text)
sfctl;MIT License (text)
sphinxcontrib-napoleon;License not permissive (text)
yamale;MIT License
autosemver;GPL-3.0 License
azure-functions;MIT License
binary;Apache License (text)
django-imagekit;License not permissive (text)
static3;LGPL-2.1 License
django-two-factor-auth;MIT License
fastjsonschema;BSD-3-Clause License
requests-oauth;BSD-3-Clause License
weakrefmethod;Python Software Foundation (text)
nose-progressive;MIT License
formencode;MIT License
kaggle;Apache-2.0 License
xattr;MIT License (text)
editorconfig;Python Software Foundation (text)
plaid-python;MIT License
rules;MIT License
paver;License not permissive (text)
speedtest-cli;Apache-2.0 License
pyculiar;GPL-3.0 License
exchangelib;BSD-2-Clause License
spotify-tensorflow;Apache-2.0 License
sqlitedict;Apache-2.0 License
plette;ISC License
unicode-slugify;License not permissive (text)
df2gspread;GPL-3.0 License
django-cors-middleware;License not permissive (text)
pyexcel-xlsx;License not permissive (text)
zipcodes;MIT License
cronex;MIT License
dj-static;BSD-2-Clause License
aio-pika;Apache-2.0 License
ffmpy;MIT License
pyftpdlib;MIT License
xstatic-bootstrap-scss;License not found
requirementslib;MIT License
pyroma;MIT License
asteval;MIT License
treeinterpreter;BSD-3-Clause License
future-fstrings;MIT License
yarg;MIT License (text)
pyldavis;BSD-3-Clause License
unidiff;MIT License
fastcache;MIT License
pycld2;Apache-2.0 License
django-log-request-id;BSD-2-Clause License
lambda-packages;License not found
ara;GPL-3.0 License
pbkdf2;License not found
flake8-deprecated;License not permissive (text)
googleappenginecloudstorageclient;Apache-2.0 License
plyfile;GPL-3.0 License
edx-opaque-keys;AGPL-3.0 License
ansible-runner;License not permissive (text)
dotmap;MIT License
ibm-cos-sdk;Apache-2.0 License
sailthru-client;MIT License
yfinance;Apache-2.0 License
rq-dashboard;License not permissive (text)
pykafka;Apache License (text)
bashate;Apache-2.0 License
mahotas;License not permissive (text)
pythonnet;MIT License
sklearn-crfsuite;License not found
python-intercom;License not permissive (text)
iniconfig;MIT License
aws;BSD-2-Clause License
logzero;MIT License
caniusepython3;Apache-2.0 License
sparkpost;Apache License (text)
flask-sslify;BSD-2-Clause License
csvkit;MIT License
odo;License not permissive (text)
control;BSD-3-Clause License
djoser;MIT License
jsii;Apache-2.0 License
xlutils;License not found
aiohttp-jinja2;Apache-2.0 License
cloudinary;MIT License (text)
localstack-client;Apache-2.0 License
dpkt;License not permissive (text)
ruptures;BSD-2-Clause License
pytest-parallel;MIT License
aws-cdk-core;Apache-2.0 License
flake8-mutable;MIT License
jwt;Apache-2.0 License
fastai;Apache-2.0 License
django-recaptcha;BSD-3-Clause License
django-fernet-fields;BSD-3-Clause License
xstatic;MIT License (text)
glances;LGPL-3.0 License
funcparserlib;MIT License
mitmproxy;MIT License
cssmin;License not permissive (text)
gherkin-official;MIT License
prov;MIT License
entrypoint2;BSD-2-Clause License
twitter;MIT License
arviz;Apache-2.0 License
transforms3d;License not permissive (text)
dnslib;BSD-2-Clause License
faulthandler;License not permissive (text)
times;License not permissive (text)
newrelic-telemetry-sdk;Apache-2.0 License
centrosome;BSD 3-Clause License (text)
pymodbus;License not permissive (text)
dynamodb-json;MPL-2.0 License
javabridge;License not permissive (text)
ibm-cos-sdk-core;Apache-2.0 License
udatetime;Apache License (text)
streamlit;Apache-2.0 License
ibm-cos-sdk-s3transfer;Apache-2.0 License
mirakuru;LGPL-3.0 License
dm-tree;Apache-2.0 License
djangorestframework-bulk;License not permissive (text)
attr;License not found
simple-settings;MIT License
marshmallow-jsonschema;MIT License
apns2;MIT License
readability-lxml;Apache-2.0 License
configspace;License not permissive (text)
django-hijack;MIT License
iso4217;License not found
sparqlwrapper;License not permissive (text)
pip-api;Apache-2.0 License
gin-config;Apache-2.0 License
junos-eznc;Apache License (text)
edx-enterprise;AGPL-3.0 License
django-enumfields;MIT License (text)
optuna;MIT License
cybox;BSD-3-Clause License
tika;Apache-2.0 License
yaspin;MIT License
yarn-api-client;BSD-3-Clause License
googledrivedownloader;MIT License
django-select2;MIT License
python-status;License not permissive (text)
django-elasticsearch-dsl;Apache License (text)
paramiko-expect;MIT License
os-testr;Apache-2.0 License
dask-ml;BSD-3-Clause License
marshmallow-objects;MIT License
flask-basicauth;License not permissive (text)
flake8-colors;MIT License
python-bioformats;License not permissive (text)
daemoniker;Unlicense License
publication;MIT License
stix;BSD-3-Clause License
djangorestframework-gis;MIT License
dbt-core;Apache-2.0 License
blaze;License not permissive (text)
chalice;Apache-2.0 License
pyquaternion;MIT License
prokaryote;GPL-3.0 License
sseclient;MIT License
flake8-per-file-ignores;Expat License (text)
pylint-quotes;MIT License
django-celery-monitor;License not permissive (text)
frozen-flask;License not permissive (text)
typepy;MIT License
mbstrdecoder;MIT License
pecan;BSD-3-Clause License
androguard;Apache-2.0 License
django-jinja;License not permissive (text)
pyramid-mako;License not permissive (text)
simple-rest-client;MIT License
smtpapi;MIT License
visions;License not permissive (text)
sudachipy;Apache-2.0 License
mixbox;BSD-3-Clause License
tangled-up-in-unicode;License not permissive (text)
pipreqs;Apache-2.0 License
pytest-faulthandler;MIT License
flask-responses;License not found
docx2txt;MIT License
pygit2;License not permissive (text)
profanityfilter;BSD-3-Clause License
flask-mongoengine;License not permissive (text)
zxcvbn;MIT License
carbon;Apache-2.0 License
func-timeout;LGPL-3.0 License
django-ajax-selects;MIT License (text)
requests-async;License not permissive (text)
scons;MIT License (text)
gcovr;License not permissive (text)
django-solo;License not permissive (text)
dis3;Python Software Foundation (text)
portpicker;Apache-2.0 License
flake8-eradicate;MIT License
svglib;LGPL-3.0 License
requests-http-signature;Apache-2.0 License
pykube;Apache-2.0 License
simple-crypt;License not found
nose-parallel;MIT License
netdisco;License not permissive (text)
securesystemslib;MIT License
s3io;MIT License
python2-secrets;MIT License
email-reply-parser;MIT License
pyprind;BSD-3-Clause License
python-binary-memcached;MIT License
html-testrunner;MIT License
flock;BSD-3-Clause License
tinycss;License not permissive (text)
www-authenticate;License not permissive (text)
binpacking;MIT License
pyramid-debugtoolbar;License not permissive (text)
python-resize-image;MIT License
jupytext;MIT License
aioitertools;MIT License
win-inet-pton;License not permissive (text)
pathmatch;MIT License
django-webtest;MIT License
roman;Python Software Foundation (text)
django-sslserver;MIT License
combo;BSD-2-Clause License
recurly;MIT License
treq;MIT License (text)
open3d-python;MIT License (text)
django-jet;AGPL-3.0 License
kivy;MIT License
pytd;Apache-2.0 License
py-lz4framed;Apache-2.0 License
py-vapid;MPL-2.0 License
json-encoder;License not found
asttokens;Apache-2.0 License
pyvim;BSD-3-Clause License
click-spinner;MIT License
agate-sql;MIT License
qt4reactor;License not permissive (text)
rdpy;GPL-3.0 License
openapi-core;BSD-3-Clause License
pytrends;Apache License (text)
agate-excel;MIT License
agate-dbf;MIT License
marshmallow-dataclass;MIT License
seqeval;MIT License
docx;MIT License
typish;MIT License
edxval;AGPL-3.0 License
spyne;LGPL-2.1 License
scout-apm;MIT License
aiormq;License not permissive (text)
ldapdomaindump;MIT License
gxformat2;EPL (text)
py-mini-racer;ISC License
mixer;License not permissive (text)
honeycomb-beeline;Apache License (text)
in-toto;Apache License (text)
paypalrestsdk;License not permissive (text)
django-extra-views;MIT License
model-bakery;Apache License (text)
google-python-cloud-debugger;Apache-2.0 License
conan-package-tools;MIT License
avalara;Apache-2.0 License
matplotlib-venn;MIT License
kfp-server-api;Apache-2.0 License
magicattr;MIT License
awslogs;License not permissive (text)
workflow;License not permissive (text)
sanic-cors;MIT License
tflearn;MIT License (text)
slacker-log-handler;Apache-2.0 License
django-filer;License not permissive (text)
django-bootstrap-form;License not permissive (text)
ansible-vault;GPL-3.0 License
pyclipper;MIT License
simplekml;LGPL (text)
duo-client;Apache License (text)
python-nomad;MIT License
pyviz-comms;BSD-3-Clause License
curtsies;MIT License
codespell;GPL-2.0 License
yara-python;Apache-2.0 License
browsermob-proxy;License not found
robotframework-httplibrary;License not found
django-dotenv;MIT License
drf-writable-nested;License not permissive (text)
georaptor;Apache-2.0 License
contractions;MIT License
http-ece;MIT License
flake8-bandit;MIT License
gdal;License not found
hass-nabucasa;GPL-3.0 License
av;BSD-3-Clause License
conllu;MIT License
positional;Apache-2.0 License
edx-django-utils;AGPL-3.0 License
flask-swagger-ui;MIT License
cloudml-hypertune;Apache License (text)
robotframework-faker;MIT License
django-extra-fields;Apache-2.0 License
zerorpc;MIT License (text)
sphinx-argparse;MIT License
plyvel;License not permissive (text)
tendo;Python Software Foundation (text)
pykcs11;GPL-2.0 License
flatdict;BSD-3-Clause License
djangocms-admin-style;License not permissive (text)
cbapi;MIT License (text)
bpython;MIT License (text)
smartsheet-python-sdk;Apache-2.0 License
edx-drf-extensions;Apache-2.0 License
docxtpl;LGPL-2.1 License
python-hosts;MIT License
jax;Apache License (text)
flask-shell-ipython;MIT License
tailer;MIT License
holoviews;BSD-3-Clause License
inotify;GPL-2.0 License
firebirdsql;BSD-2-Clause License
lupa;License not permissive (text)
python-social-auth;License not permissive (text)
taskflow;Apache-2.0 License
esprima;License not permissive (text)
optimizely-sdk;Apache-2.0 License
suod;BSD-2-Clause License
requests-aws-sign;ISC License
django-test-without-migrations;MIT License
mohawk;BSD-3-Clause License
doit;MIT License
py-zipkin;Apache-2.0 License
bert-tensorflow;Apache-2.0 License
svn;GPL-2.0 License
extract-msg;GPL-3.0 License
win-unicode-console;MIT License
iso-639;AGPL-3.0 License
pytest-json-report;MIT License
netstorageapi;Apache-2.0 License
django-dynamic-fixture;MIT License (text)
pyexasol;MIT License
pyang;ISC License
impacket;EPL (text)
methodtools;License not permissive (text)
td-client;Apache-2.0 License
guessit;LGPL-3.0 License
torchfile;BSD-3-Clause License
sanic-plugins-framework;MIT License
pyclustering;BSD-3-Clause License
colorful;MIT License
crochet;MIT License
pytest-helpers-namespace;Apache-2.0 License
yacs;Apache-2.0 License
dist-keras;GPL-3.0 License
chameleon;Python Software Foundation (text)
visdom;Apache-2.0 License
selenium-wire;MIT License
hpsklearn;License not permissive (text)
xblock;Apache-2.0 License
bagit;License not found
hachoir;GPL-2.0 License
simplekv;MIT License
ffmpeg;License not found
face-recognition;MIT License
flake8-pep3101;License not permissive (text)
libtmux;MIT License
pyxero;BSD-3-Clause License
uncertainties;License not permissive (text)
polygon-geohasher;MIT License
questionary;MIT License
pychromecast;MIT License
untokenize;MIT License
djangorestframework-stubs;MIT License
ipwhois;BSD-2-Clause License
python-keycloak;MIT License
schema-salad;Apache-2.0 License
prance;EPL (text)
sounddevice;MIT License
dataproperty;MIT License
django-suit;License not permissive (text)
flake8-black;MIT License
pytest-flask-sqlalchemy;MIT License
pynvim;Apache-2.0 License
pytype;MIT License (text)
azureml;MIT License
strip-hints;MIT License
pygerrit2;MIT License
shodan;License not permissive (text)
ropgadget;License not permissive (text)
nbstripout;License not permissive (text)
dai-sgqlc-3-5;ISC License
passwordmeter;MIT License
django-safedelete;License not permissive (text)
htpasswd;MIT License
celery-redbeat;Apache-2.0 License
pytelegrambotapi;GPL-2.0 License
fitbit;Apache License (text)
cwltool;Apache-2.0 License
pysal;BSD-3-Clause License
logmatic-python;MIT License
collectfast;MIT License
django-sendgrid-v5;MIT License
flask-restx;BSD 3-Clause License (text)
pyct;BSD-3-Clause License
django-watchman;BSD-3-Clause License
jsons;MIT License
django-crum;License not permissive (text)
flask-dance;MIT License
stldecompose;MIT License
zdesk;MIT License
manhole;BSD-2-Clause License
pyinquirer;MIT License
amqplib;LGPL-2.1 License
qgrid;Apache-2.0 License
txaws;MIT License
callee;BSD-3-Clause License
hashin;MIT License
zope-index;License not permissive (text)
python-cjson;LGPL (text)
flake8-class-newline;MIT License
systemd-python;LGPL-2.1 License
ariadne;BSD-3-Clause License
django-statici18n;License not permissive (text)
o365;Apache-2.0 License
django-debug-panel;License not permissive (text)
parquet;Apache-2.0 License
repoze-sendmail;License not found
rfc6266-parser;LGPL-3.0 License
cloudscraper;MIT License
pytricia;LGPL-3.0 License
trimesh;MIT License
traces;MIT License
pyunpack;BSD-2-Clause License
django-graphql-jwt;MIT License
flexget;MIT License
face-recognition-models;CC0-1.0 License
towncrier;MIT License
gspread-formatting;MIT License
pyxdameraulevenshtein;BSD-3-Clause License
django-registration;BSD-3-Clause License
sphinx-gallery;BSD-3-Clause License
pyzipcode;MIT License
mimerender;MIT License
swifter;MIT License
colcon-core;Apache-2.0 License
ssh2-python;LGPL-2.1 License
setuptools-scm-git-archive;MIT License
niet;MIT License
importlab;Apache-2.0 License
pysendfile;MIT License
pyexecjs;MIT License
pytest-vcr;MIT License
sure;GPL-3.0 License
efficientnet;Apache-2.0 License
django-redis-sessions;BSD-3-Clause License
ocspbuilder;MIT License
sphinxcontrib-svg2pdfconverter;License not permissive (text)
edx-rbac;AGPL-3.0 License
travis;License not found
bitstruct;MIT License
django-templated-mail;MIT License
rocketchat-api;MIT License
pyzbar;MIT License
pgc-interface;MIT License
pyspellchecker;MIT License
supervisor-checks;MIT License
pantsbuild-pants;Apache-2.0 License
snitun;GPL-3.0 License
postal-address;BSD 2-Clause License (text)
datadog-checks-base;BSD-3-Clause License
marshmallow-polyfield;Apache-2.0 License
urlextract;MIT License
atlassian-python-api;Apache-2.0 License
affinegap;MIT License
pylzma;LGPL-2.1 License
django-memoize;BSD-3-Clause License
base36;MIT License
jproperties;Python Software Foundation (text)
django-celery-email;BSD-3-Clause License
pyobjc-core;License not found
pytest-postgresql;LGPL-3.0 License
pystemmer;MIT License (text)
edx-when;AGPL-3.0 License
pandas-usaddress;License not found
geoip;LGPL-2.1 License
executor;MIT License
keras-self-attention;MIT License
google-nucleus;Apache License (text)
jxmlease;MIT License (text)
pdfminer3k;MIT License
asyncio-nats-streaming;Apache-2.0 License
phpserialize;License not permissive (text)
socketio-client;MIT License
freetype-py;License not permissive (text)
twitter-ads;MIT License
python-miio;LGPL (text)
pymisp;License not permissive (text)
case-conversion;MIT License
handyspark;MIT License
js2xml;MIT License
libusb1;LGPL-2.1 License
cos-python-sdk-v5;MIT License
awkward;BSD-3-Clause License
django-cms;BSD-3-Clause License
apispec-webframeworks;MIT License
lomond;License not permissive (text)
pyhdb;Apache-2.0 License
cma;BSD 3-Clause License (text)
antigate;GPL-3.0 License
forex-python;MIT License
stem;LGPL-3.0 License
wirerope;License not permissive (text)
rstcheck;MIT License
django-json-widget;MIT License
sqlalchemy-continuum;License not permissive (text)
pycallgraph;GPL-2.0 License
tap-py;BSD-2-Clause License
kneed;BSD-3-Clause License
uproot-methods;BSD-3-Clause License
twitter-common-app;Apache License (text)
hunspell;License not permissive (text)
qiniu;MIT License
edx-django-release-util;AGPL-3.0 License
django-jenkins;LGPL-3.0 License
postgres;MIT License
launchdarkly-server-sdk;Apache License (text)
sparse-dot-topn;Apache-2.0 License
scikit-plot;MIT License
plotly-express;MIT License
aiohttp-session;Apache License (text)
python-can;LGPL-3.0 License
jsl;License not permissive (text)
petastorm;Apache-2.0 License
pyjq;MIT License
keras-transformer;MIT License
usps-api;MIT License
coincurve;Apache License (text)
mode;License not permissive (text)
flask-apscheduler;Apache-2.0 License
pyhaversion;MIT License
tox-monorepo;MIT License
janome;Apache-2.0 License
pytest-json;MIT License
customerio;License not permissive (text)
uproot;BSD-3-Clause License
fcm-django;MIT License
edx-bulk-grades;AGPL-3.0 License
serpy;MIT License
keras-layer-normalization;MIT License
python-xmp-toolkit;License not permissive (text)
airspeed;License not permissive (text)
certipy;BSD-3-Clause License
django-cleanup;MIT License
dedupe;MIT License
pyjsparser;MIT License
pgeocode;BSD-3-Clause License
protobuf-to-dict;License not permissive (text)
pwntools;MIT License (text)
measurement;MIT License
newspaper3k;MIT License (text)
feedfinder2;MIT License
outcome;License not permissive (text)
env;BSD-2-Clause License
singleton-decorator;License not found
cpp-coveralls;Apache-2.0 License
flask-json;License not permissive (text)
django-templated-email;MIT License
levenshtein-search;GPL-3.0 License
dvc;Apache-2.0 License
pyemd;MIT License
kedro;License not permissive (text)
flake8-formatter-junit-xml;MIT License
chainer;MIT License
pychef;Apache License (text)
polyglot;GPL-3.0 License
ics;License not permissive (text)
pymediainfo;MIT License (text)
publicsuffix2;License not found
django-sortedm2m;BSD-3-Clause License
envisage;License not permissive (text)
pyinstrument-cext;BSD-3-Clause License
ed25519;License not permissive (text)
dedupe-hcluster;License not permissive (text)
genshi;License not permissive (text)
pygeoif;License not found
pyexcel-xls;License not permissive (text)
datefinder;MIT License
pymemoize;BSD-3-Clause License
django-redshift-backend;Apache-2.0 License
gender-guesser;GPL-3.0 License
djrill;License not permissive (text)
aioboto3;Apache-2.0 License
replit;ISC License
openml;BSD 3-Clause License (text)
redo;MPL-2.0 License
django-uuidfield;License not permissive (text)
marshmallow-arrow;License not found
pyfarmhash;MIT License
dash-bootstrap-components;Apache-2.0 License
colcon-python-setup-py;Apache-2.0 License
rlr;License not permissive (text)
azure-devtools;MIT License
albumentations;MIT License
fissix;Python Software Foundation (text)
sphinx-bootstrap-theme;MIT License
django-sass-processor;MIT License
gluonnlp;Apache-2.0 License
characteristic;MIT License
categorical-distance;License not found
keras-multi-head;MIT License
zope-schema;License not permissive (text)
pylbfgs;MIT License
django-daterange-filter;License not found
rest-condition;MIT License
pytest-testrail;MIT License
lmfit;MIT License (text)
tesserocr;MIT License
pycpfcnpj;MIT License
colcon-cmake;Apache-2.0 License
aiocache;BSD-3-Clause License
pytest-tornado;Apache-2.0 License
anybadge;MIT License
alexapy;Apache-2.0 License
anytemplate;MIT License
highered;License not found
edx-organizations;AGPL-3.0 License
aadict;GPL-3.0 License
more-properties;MIT License
google-api-python-client-uritemplate;Apache License (text)
pytest-test-groups;MIT License
lzstring;MIT License
jenkins;License not found
bowler;MIT License
bottlenose;Apache-2.0 License
docker-registry-client;Apache-2.0 License
django-colorfield;MIT License
djangorestframework-recursive;ISC License
oci-cli;Apache License (text)
django-test-plus;License not permissive (text)
bitmath;MIT License
etcd3gw;Apache-2.0 License
fuzzy;MIT License
pyhacrf-datamade;BSD-3-Clause License
sauceclient;Apache-2.0 License
colcon-ros;Apache-2.0 License
google-endpoints-api-management;Apache-2.0 License
restrictedpython;License not permissive (text)
pretrainedmodels;BSD-3-Clause License
timedelta;Unlicense License
modernize;License not permissive (text)
mechanicalsoup;MIT License
async-exit-stack;Python Software Foundation (text)
spyder;MIT License
testlink-api-python-client;License not found
django-rosetta;MIT License
wtforms-components;License not permissive (text)
flask-log-request-id;MIT License
kmodes;MIT License
simplecosine;License not found
reportportal-client;Apache-2.0 License
osmium;BSD-2-Clause License
jq;BSD-2-Clause License
dask-glm;License not permissive (text)
alchemy-mock;License not permissive (text)
pyaudioanalysis;Apache-2.0 License
keras-pos-embd;MIT License
multitasking;Apache-2.0 License
oauth2-client;Apache-2.0 License
pptree;MIT License
keras-position-wise-feed-forward;MIT License
keras-embed-sim;MIT License
datetime-distance;MIT License
colcon-recursive-crawl;Apache-2.0 License
colorhash;License not found
colcon-library-path;Apache-2.0 License
edx-submissions;AGPL-3.0 License
blockdiag;Apache-2.0 License
pyqtgraph;MIT License (text)
nanotime;MIT License
flask-sockets;MIT License
microsoftgraph-python;MIT License
hyperloglog;LGPL-2.1 License
djangocms-text-ckeditor;License not permissive (text)
pytest-logger;MIT License
fastkml;License not found
timeago;MIT License
python3-logstash;MIT License
robotbackgroundlogger;License not found
os-xenapi;License not found
django-rest-knox;MIT License
keras-bert;MIT License
ebooklib;AGPL-3.0 License
bdquaternions;Apache-2.0 License
colcon-pkg-config;Apache-2.0 License
blobxfer;MIT License
cmaes;MIT License
watson-developer-cloud;Apache-2.0 License
python-jsonschema-objects;MIT License
cachepath;MIT License
django-registration-redux;License not permissive (text)
magicinvoke;BSD-2-Clause License
edx-rest-api-client;Apache-2.0 License
zabbix-api;License not found
upyun;License not found
artifacts-keyring;MIT License
pyghmi;License not found
scaleapi;MIT License
dash-daq;MIT License
django-contrib-comments;License not permissive (text)
grandalf;GPL-2.0 License
mkdocs-material-extensions;MIT License
django-htmlmin;BSD-2-Clause License
tpot;LGPL-3.0 License
google-endpoints;Apache-2.0 License
weighted-levenshtein;MIT License
simhash;MIT License
pytest-allure-adaptor;Apache License (text)
python-igraph;GPL-2.0 License
slack-webhook-cli;License not found
yanc;GPL-3.0 License
moment;License not found
metaphone;BSD-3-Clause License
flask-restless;AGPL (text)
bioblend;MIT License
pyshark;MIT License
baselines;MIT License
mws;Unlicense License
datacompy;Apache-2.0 License
webexteamssdk;MIT License
elasticsearch-async;Apache-2.0 License
super-csv;Apache License (text)
bcdoc;Apache License (text)
aiomysql;MIT License
jgscm;MIT License
tryme;License not permissive (text)
mojimoji;Apache License (text)
flask-moment;MIT License
fastentrypoints;BSD-2-Clause License
flake8-broken-line;MIT License
bcolz;License not found
pygaljs;LGPL (text)
hologram;MIT License
slumber;BSD-2-Clause License
edx-completion;AGPL-3.0 License
jprops;BSD-2-Clause License
event-tracking;AGPL-3.0 License
nbval;License not permissive (text)
avro-gen;Apache-2.0 License
daemonize;MIT License
grapheme;MIT License
ibm-cloud-sdk-core;Apache-2.0 License
colcon-mixin;Apache-2.0 License
daiquiri;Apache-2.0 License
pypiserver;License not permissive (text)
esrally;Apache-2.0 License
flask-jwt;MIT License
deluge-client;MIT License
pytube3;License not found
django-admin-tools;MIT License
django-user-tasks;Apache-2.0 License
python-mistralclient;Apache-2.0 License
pytest-qt;MIT License
frida;License not permissive (text)
shortid;MIT License
percy;MIT License
slots;MIT License
lesscpy;MIT License
pdpbox;MIT License
kivy-garden;MIT License
salt;Apache-2.0 License
python-logstash-async;MIT License
pyrabbit;BSD-3-Clause License
pooch;License not permissive (text)
python-terraform;MIT License
nbdime;License not permissive (text)
devpi-common;License not found
quart;MIT License
ifcfg;BSD-3-Clause License
djangorestframework-jsonapi;BSD-2-Clause License
xdis;GPL-2.0 License
spyder-kernels;MIT License
contexttimer;GPL-3.0 License
python-vagrant;MIT License
snowflake;License not found
pytest-replay;MIT License
instantmusic;License not found
scrapy-crawlera;License not found
qtawesome;MIT License
pymupdf;AGPL-3.0 License
pdftotext;MIT License
colcon-package-information;Apache-2.0 License
django-config-models;AGPL-3.0 License
python-oembed;MIT License
glean-parser;MPL-2.0 License
bok-choy;Apache-2.0 License
django-smtp-ssl;MIT License
colcon-defaults;Apache-2.0 License
pid;Apache-2.0 License
colcon-output;Apache-2.0 License
colcon-metadata;Apache-2.0 License
strif;Apache-2.0 License
textsearch;License not found
colcon-package-selection;Apache-2.0 License
pytest-subtests;MIT License
pomegranate;MIT License
standardjson;BSD-3-Clause License
edx-celeryutils;Apache-2.0 License
crontab;LGPL-2.1 License
django-choices;MIT License
flake8-executable;License not permissive (text)
mapbox-vector-tile;MIT License
factor-analyzer;GPL-2.0 License
purl;MIT License
colcon-parallel-executor;Apache-2.0 License
colcon-powershell;Apache-2.0 License
aiostream;GPL-3.0 License
pysrt;GPL-3.0 License
allennlp;Apache-2.0 License
instaclone;Apache-2.0 License
calmsize;License not permissive (text)
django-splash;Apache-2.0 License
flask-classful;License not permissive (text)
bx-python;MIT License
datetime-truncate;MIT License
pytorch-memlab;MIT License (text)
sphinx-click;MIT License
flake8-rst-docstrings;MIT License
tabula-py;MIT License
geog;MIT License
ddldump;GPL-3.0 License
jupyter-kernel-gateway;License not permissive (text)
ipcalc;BSD-2-Clause License
symspellpy;MIT License
django-taggit-serializer;BSD-3-Clause License
pyeapi;BSD-3-Clause License
natto-py;BSD-2-Clause License
django-admin-sortable;License not permissive (text)
cmreshandler;License not permissive (text)
qualname;License not permissive (text)
pyscss;MIT License
pyscaffold;MIT License
django-parler;Apache-2.0 License
nameko;Apache-2.0 License
flake8-junit-report;BSD-3-Clause License
pytest-dotenv;MIT License
pycosat;MIT License
tabulator;MIT License
pydeck;MIT License
sqlacodegen;MIT License (text)
slugid;MPL-2.0 License
django-jsonview;Apache License (text)
flanker;Apache-2.0 License
bbcode;BSD-2-Clause License
grpclib;BSD-3-Clause License
psycopg2-pool;LGPL-3.0 License
jsonmatch;License not permissive (text)
fuzzyset;License not found
pyuca;License not permissive (text)
aws-configure;License not found
cloudfoundry-client;Apache-2.0 License
shadowsocks;License not found
sphinx-copybutton;MIT License
python-saml;MIT License
lorem;MIT License
dynamodb-encryption-sdk;Apache-2.0 License
cfscrape;MIT License
pyexcelerate;BSD-2-Clause License
pytorch-lightning;Apache-2.0 License
style;MIT License
pyvisa;MIT License
django-prettyjson;BSD-3-Clause License
bpemb;MIT License
keras-tuner;Apache-2.0 License
pyangbind;Apache License (text)
spark-parser;MIT License
linear-tsv;Apache-2.0 License
pip-review;BSD-3-Clause License
colcon-notification;Apache-2.0 License
sqlalchemy-views;MIT License (text)
fakenewsredis;License not permissive (text)
pyinstrument;BSD-3-Clause License
edx-milestones;AGPL-3.0 License
yellowbrick;Apache-2.0 License
rply;License not permissive (text)
smdebug;Apache License (text)
trio;License not permissive (text)
colcon-bash;Apache-2.0 License
zstd;BSD-2-Clause License
ryu;Apache-2.0 License
faust;License not permissive (text)
aioamqp;License not permissive (text)
cornice;Mozilla Public License (text)
pydomo;MIT License
bfh;License not permissive (text)
pypowervm;Apache-2.0 License
uncompyle6;GPL-3.0 License
redset;License not permissive (text)
snakeviz;License not permissive (text)
sdic;GPL-3.0 License
mozilla-django-oidc;MPL-2.0 License
pgpy;BSD-3-Clause License
flexmock;License not permissive (text)
flask-restful-swagger;MIT License
amazon-kclpy;Apache-2.0 License
djangocms-attributes-field;License not permissive (text)
sphinx-tabs;MIT License
pafy;License not found
edx-sga;AGPL-3.0 License
textract;MIT License
emcee;MIT License
meinheld;License not permissive (text)
ulid-py;Apache-2.0 License
pytelegraf;MIT License
django-url-filter;License not permissive (text)
nose-detecthttp;MIT License
timezonefinderl;MIT License
colcon-common-extensions;Apache-2.0 License
colcon-devtools;Apache-2.0 License
python-owasp-zap-v2-4;Apache-2.0 License
pydoe;BSD-3-Clause License
python-graph-core;License not permissive (text)
delighted;MIT License
pypubsub;License not found
azure-storage-logging;Apache-2.0 License
teradatasql;License not permissive (text)
pyexcel-webio;License not permissive (text)
optunity;License not permissive (text)
scrapy-fake-useragent;MIT License
python-keycloak-client;MIT License
behave-django;MIT License
cmake-format;License not found
wiremock;Apache License (text)
pyllist;MIT License
virtualenvwrapper-win;License not permissive (text)
web-fragments;Apache-2.0 License
claw;Apache-2.0 License
pygtail;GPL-2.0 License
django-pyfs;Apache-2.0 License
django-mock-queries;MIT License
flake8-future-import;MIT License
pyqt5-tools;LGPL (text)
taskcluster-urls;MPL-2.0 License
snaptime;MIT License
wsgi-intercept;MIT License
django-push-notifications;MIT License
business-duration;License not found
quinn;License not found
json-logging;Apache-2.0 License
constructs;Apache-2.0 License
flask-injector;BSD-3-Clause License
taskcluster;MPL-2.0 License
plaidml;Apache-2.0 License
sparkmeasure;Apache-2.0 License
nylas;MIT License
tabledata;MIT License
xss-utils;AGPL-3.0 License
segtok;MIT License
glog;License not permissive (text)
python-dynamodb-lock;Apache License (text)
f5-icontrol-rest;Apache-2.0 License
django-hashid-field;MIT License
robotframework-debuglibrary;License not permissive (text)
orionsdk;Apache-2.0 License
bigquery-schema-generator;Apache-2.0 License
flask-oidc;BSD-2-Clause License
django-versatileimagefield;MIT License
inject;Apache-2.0 License
loky;BSD-3-Clause License
marshmallow-jsonapi;MIT License
ibmiotf;EPL-1.0 License
django-split-settings;BSD-3-Clause License
django-admin-list-filter-dropdown;MIT License
fbmessenger;License not permissive (text)
