Severity;Name;Vulnerability_url;Package;Versions;CVE;GitHub Advisory;GitHub Commit;GitHub Release;GitHub Release Tag;GitHub Additional Information;GitHub PR;GitHub Issue;NVD
M;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-SALT-72539;salt;[,2017.7.8),[2018.0, 2018.3.3);CVE-2018-15750;;;;;;;;
H;Arbitrary Command Execution;https://snyk.io/vuln/SNYK-PYTHON-SALT-72538;salt;[,2017.7.8),[2018.0.0, 2018.3.3);CVE-2018-15751;;;;;;;;
H;Malicious Package;https://snyk.io/vuln/SNYK-PYTHON-COLOURAMA-72537;colourama;[0,];;;;;;;;;
H;Malicious Package;https://snyk.io/vuln/SNYK-PYTHON-PYCONAUFUNTIMES-72536;pyconau-funtimes;[0,];;;;;;;;;
H;Malicious Package;https://snyk.io/vuln/SNYK-PYTHON-LIBPESHKA-72535;libpeshka;[0,];;;;;;;;;
H;Malicious Package;https://snyk.io/vuln/SNYK-PYTHON-EASYINSTALL-72534;easyinstall;[0,];;;;;;;;;
H;Malicious Package;https://snyk.io/vuln/SNYK-PYTHON-DJANGA-72533;djanga;[0,];;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MOIN-72485;moin;[,1.9.10);CVE-2017-5934;;https://github.com/moinwiki/moin-1.9/commit/70955a8eae091cc88fd9a6e510177e70289ec024;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-CHANNELS-73623;channels;[,2.1.7);;;https://github.com/django/channels/commit/a1ecd5ee72a538f19bdd9e8f6bb91bb8aabba5d9;;;;;https://github.com/django/channels/issues/1170;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PRIVACYIDEA-72432;privacyidea;[,2.23.2);CVE-2018-1000809;;https://github.com/privacyidea/privacyidea/commit/a3edc09beffa2104f357fe24971ea3211ce40751;;;;;https://github.com/privacyidea/privacyidea/issues/1227;
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-REQUESTS-72435;requests;[,2.20);CVE-2018-18074;;https://github.com/requests/requests/commit/c45d7c49ea75133e52ab22a8e9e13173938e36ff;;;;https://github.com/requests/requests/pull/4718;https://github.com/requests/requests/issues/4716;
M;Insecure Defaults;https://snyk.io/vuln/SNYK-PYTHON-DJANGOSTORAGES-72415;django-storages;[,1.7);;;https://github.com/jschneier/django-storages/commit/6ee6a739752923c60eaa1e82262c1d07208ec7f6;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-FLASKADMIN-72414;flask-admin;[,1.5.3);CVE-2018-16516;;https://github.com/flask-admin/flask-admin/pull/1699/commits/75e51ebca2c4ef236854cfe88a237177813d39c1;;;;https://github.com/flask-admin/flask-admin/pull/1699;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYOPENSSL-72430;pyopenssl;[,17.5.0);CVE-2018-1000808;;https://github.com/pyca/pyopenssl/commit/e73818600065821d588af475b024f4eb518c3509;;;;https://github.com/pyca/pyopenssl/pull/723;;
H;Cross-site Request Forgery (CSRF);https://snyk.io/vuln/SNYK-PYTHON-DJANGOCRM-72412;django-crm;[0,];CVE-2018-16552;;;;;;;https://github.com/MicroPyramid/Django-CRM/issues/68;
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-DJANGOREGISTRATION-72413;django-registration;[,1.7);;;https://github.com/macropin/django-registration/commit/3a2e0182ff92cc8ce39a932e463cbac37e485afa;;;;https://github.com/macropin/django-registration/pull/268;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYOPENSSL-72429;pyopenssl;[,17.5.0);CVE-2018-1000807;;https://github.com/pyca/pyopenssl/commit/e73818600065821d588af475b024f4eb518c3509;;;;https://github.com/pyca/pyopenssl/pull/723;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MAYANEDMS-72285;mayan-edms;[,3.0.2);CVE-2018-16406;;;;;;;https://gitlab.com/mayan-edms/mayan-edms/issues/495;
M;Arbitrary Code Injection;https://snyk.io/vuln/SNYK-PYTHON-DJANGOCA-72284;django-ca;[,1.9.0);;;https://github.com/mathiasertl/django-ca/commit/d19009faecbad3f8a95f8a66a8fe3cfce14d14ce;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-FLASKADMIN-72276;flask-admin;[,1.5.2);;;https://github.com/flask-admin/flask-admin/commit/0dc5a48fd0a4fdd28172e0bc508373ddb58fc50b;https://github.com/flask-admin/flask-admin/releases/tag/v1.5.2;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MAYANEDMS-72287;mayan-edms;[,3.0.2);CVE-2018-16405;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MAYANEDMS-72283;mayan-edms;[,3.0.3);CVE-2018-16407;;;;;;;;
H;Arbitrary File Overwrite;https://snyk.io/vuln/SNYK-PYTHON-PYRO-72279;pyro;[,3.15);CVE-2011-2765;;https://github.com/irmen/Pyro3/commit/554e095a62c4412c91f981e72fd34a936ac2bf1e;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2011-2765
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-CONFERENCESCHEDULERCLI-42186;conference-scheduler-cli;[0,];CVE-2018-14572;;;;;;;;
H;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-FLASK-42185;flask;[,0.12.3);CVE-2018-1000656;;;;https://github.com/pallets/flask/releases/tag/0.12.3;;https://github.com/pallets/flask/pull/2691;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYCRYPTODOME-42184;pycryptodome;[,3.6.6);CVE-2018-15560;;;;;;;https://github.com/Legrandin/pycryptodome/issues/198;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-WEBSOCKETS-42181;websockets;[,5.0);CVE-2018-1000518;;https://github.com/aaugustin/websockets/commit/b6a25ceb3555d0ba69e5961b8d7616e4c1aecb2b;;;;https://github.com/aaugustin/websockets/pull/407;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TORNADO-40792;tornado;[,5.1.0);CVE-2018-1000518;;;;;;https://github.com/tornadoweb/tornado/pull/2391;;
H;DNS Rebinding;https://snyk.io/vuln/SNYK-PYTHON-MITMPROXY-42179;mitmproxy;[,4.0.4);CVE-2018-14505;;;https://github.com/mitmproxy/mitmproxy/releases/tag/v4.0.4;;;https://github.com/mitmproxy/mitmproxy/pull/3243;https://github.com/mitmproxy/mitmproxy/issues/3234;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-42180;apache-airflow;[,1.9.0);CVE-2017-12614;;;;;;;;
M;Open Redirect;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-42178;django;[,1.11.15),[2.0.0,2.0.8);CVE-2018-14574;;;;;;;;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-PYRO4-42168;pyro4;[,4.72);;;;https://github.com/irmen/Pyro4/releases;;;;;
M;Arbitrary Code Injection;https://snyk.io/vuln/SNYK-PYTHON-PYRADIOMICS-42174;pyradiomics;[,1.1.1);;;https://github.com/Radiomics/pyradiomics/commit/d14e4064580f35f37bc53807246b72d8b451af31;;;;;;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-MTPROTOPROXY-42170;mtprotoproxy;[,1.0.0);;;https://github.com/alexbers/mtprotoproxy/commit/372861ac6e3dd3d1d4996282f0905c36c5163fba;https://github.com/alexbers/mtprotoproxy/releases;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MAILMAN-42175;mailman;[,2.1.28);CVE-2018-13796;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MAILMAN-42169;mailman;[,2.1.27);CVE-2018-0618;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-LUIGI-42176;luigi;[,2.7.5);;;https://github.com/spotify/luigi/commit/695079822e6329614d16595c626f466c75446b70;;;;https://github.com/spotify/luigi/pull/2391;;
M;Insufficient Password Verification;https://snyk.io/vuln/SNYK-PYTHON-KINTODIST-42171;kinto-dist;[6.0.0, 6.0.2);;;;;;;;;
M;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-HOMEASSISTANT-42167;homeassistant;[0.56,0.73.2);;;https://github.com/home-assistant/home-assistant/commit/0f12b37977766647dcc34a0189b37c7379b5f665;https://github.com/home-assistant/home-assistant/releases;;;;;
M;Arbitrary Code Injection;https://snyk.io/vuln/SNYK-PYTHON-HENOSIS-42166;henosis;[,0.0.11);;;;;;;;https://github.com/vc1492a/henosis/issues/22;
M;Authorization Bypass;https://snyk.io/vuln/SNYK-PYTHON-DJANGONEWSLETTER-42172;django-newsletter;[,0.7);;;https://github.com/dokterbob/django-newsletter/commit/bea5a5100cc40717995dafc65ff011bc76696ebd;;;;;https://github.com/dokterbob/django-newsletter/issues/108;
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-CONFIDENCE-42173;confidence;[,0.4);;;https://github.com/HolmesNL/confidence/commit/c94f3510aabf1d8f67e58ae0d3350c98821d296b;https://github.com/HolmesNL/confidence/releases;;;;;
H;Timing Attack;https://snyk.io/vuln/SNYK-PYTHON-BUILDBOT-42177;buildbot;[,1.3.0);;;https://github.com/buildbot/buildbot/commit/e159e4ed0a2fee9c7e41e81ae81333b0c9557256;;;;;https://github.com/buildbot/buildbot/issues/4180;
H;Arbitrary Code Injection;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-42165;ansible;[,2.3.1.0);CVE-2017-7481;;https://github.com/ansible/ansible/commit/ed56f51f185a1ffd7ea57130d260098686fcc7c2;;;;;;
H;Authentication Bypass;https://snyk.io/vuln/SNYK-PYTHON-CRYPTOGRAPHY-42164;cryptography;[1.9.0,2.3);CVE-2018-10903;;https://github.com/pyca/cryptography/pull/4342/commits/688e0f673bfbf43fa898994326c6877f00ab19ef;;;;;;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-MEZZANINE-42163;mezzanine;[,4.3.0);;;;;;;;;
M;Regular Expression Denial of Service (ReDoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-42162;django;[,1.0.4),[1.1,1.1.1);CVE-2009-3695;;;;;;;;
M;Session Fixation;https://snyk.io/vuln/SNYK-PYTHON-AIOHTTPSESSION-42161;aiohttp-session;[,2.4.0);CVE-2018-1000519;;https://github.com/aio-libs/aiohttp-session/commit/6b7864004d3442dbcfaf8687f63262c1c629f569;;;;https://github.com/aio-libs/aiohttp-session/pull/273;https://github.com/aio-libs/aiohttp-session/issues/272;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-PYYAML-42159;pyyaml;[,4.2b1);CVE-2017-18342;;https://github.com/yaml/pyyaml/commit/bbcf95fa051fdba9bbf879332e2f7999b195cf95;;;;https://github.com/yaml/pyyaml/pull/74;;
H;Arbitrary Byte Injection;https://snyk.io/vuln/SNYK-PYTHON-TOPYDO-42160;topydo;[0,];CVE-2018-1000523;;;;;;;https://github.com/bram85/topydo/issues/240;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-QUTEBROWSER-455401;qutebrowser;[0.1.1, 1.3.3);CVE-2018-1000559;;https://github.com/qutebrowser/qutebrowser/commit/4c9360237f186681b1e3f2a0f30c45161cf405c7;;;;;https://github.com/qutebrowser/qutebrowser/issues/4011;
L;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-42158;django;[,0.91.1),[0.95,0.95.1),[0.96,0.96.1);CVE-2007-5712;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2007-5712
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-CHERRYPY-42157;cherrypy;[,3.0.2);CVE-2008-0252;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2008-0252
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-ZUUL-72710;zuul;[,3.1.0);CVE-2018-12557;;https://github.com/openstack-infra/zuul/commit/ffe7278c08e6e36bf8b18f732c764e00ff51551e;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2018-12557
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-42156;ansible;[,2.5.5);CVE-2018-10855;;https://github.com/ansible/ansible/pull/41414/files;;;;;;
M;User Impersonation;https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSPLONEPAS-42155;products.plonepas;[,3.9);CVE-2009-0662;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2009-0662
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PLONE-42154;plone;[,2.5.3);CVE-2011-1340;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2011-1340
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PLONE-42153;plone;[,3.0.4);CVE-2008-4571;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2008-4571
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-PLONE-42152;plone;[,4.2.3);CVE-2012-5485;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2012-5485
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-PLONE-40790;plone;[,3.0.0);CVE-2008-1394;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2008-4571
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-BOOTSTRAP4-449580;bootstrap4;[0,];CVE-2018-14041;;https://github.com/twbs/bootstrap/commit/149096016f70fd815540d62c0989fd99cdc809e0;;;;https://github.com/twbs/bootstrap/pull/26630;https://github.com/twbs/bootstrap/issues/26625;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-BOOTSTRAP4-450233;bootstrap4;[0,];CVE-2018-14040;;https://github.com/twbs/bootstrap/commit/149096016f70fd815540d62c0989fd99cdc809e0;;;;https://github.com/twbs/bootstrap/pull/26630;https://github.com/twbs/bootstrap/issues/26625;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-BUILDBOT-42151;buildbot;[0.7.6 ,0.7.11p3);CVE-2009-2959;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2009-2959
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MOIN-42150;moin;[,1.5.7);CVE-2007-0857;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2007-0857
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MOIN-42149;moin;[,1.8.1);CVE-2009-0260;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2009-0312
M;Privilege Escalation;https://snyk.io/vuln/SNYK-PYTHON-MOIN-42148;moin;[,1.6.3);CVE-2008-1937;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2008-1937
M;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42147;pyftpdlib;[,0.2.0);CVE-2007-6736;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/9;https://nvd.nist.gov/vuln/detail/CVE-2007-6736
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42146;pyftpdlib;[,0.5.2);CVE-2009-5013;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/119;https://nvd.nist.gov/vuln/detail/CVE-2009-5013
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42145;pyftpdlib;[,0.2.0);CVE-2007-6740;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/25;https://nvd.nist.gov/vuln/detail/CVE-2007-6740
M;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42144;pyftpdlib;[,0.5.2);CVE-2009-5012;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/114;https://nvd.nist.gov/vuln/detail/CVE-2009-5012
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42143;pyftpdlib;[,0.5.0);CVE-2008-7264;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/71;https://nvd.nist.gov/vuln/detail/CVE-2008-7264
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42142;pyftpdlib;[,0.5.2);CVE-2010-3494;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/104;https://nvd.nist.gov/vuln/detail/CVE-2010-3494
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42141;pyftpdlib;[,0.5.1);CVE-2009-5010;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/91;
M;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42140;pyftpdlib;[,0.2.0);CVE-2007-6741;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/11;https://nvd.nist.gov/vuln/detail/CVE-2007-6741
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42139;pyftpdlib;[,0.5.2);CVE-2009-5011;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/100;https://nvd.nist.gov/vuln/detail/CVE-2009-5011
H;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42138;pyftpdlib;[,0.5.0);CVE-2008-7263;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/73;https://nvd.nist.gov/vuln/detail/CVE-2008-7263
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42137;pyftpdlib;[,0.2.0);CVE-2007-6739;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/3;https://nvd.nist.gov/vuln/detail/CVE-2007-6739
M;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42136;pyftpdlib;[,0.3.0);CVE-2008-7262;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/55;https://nvd.nist.gov/vuln/detail/CVE-2008-7262
H;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-PYFTPDLIB-42135;pyftpdlib;[,0.2.0);CVE-2007-6737;;;;;;;https://github.com/giampaolo/pyftpdlib/issues/20;https://nvd.nist.gov/vuln/detail/CVE-2007-6737
H;Arbitrary YAML Code Execution;https://snyk.io/vuln/SNYK-PYTHON-SALT-42131;salt;[,0.17.1);CVE-2013-4438;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2013-4438
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-SALT-42129;salt;[2015.5.0,2015.5.6),[2015.8.0,2015.8.1);CVE-2015-6941;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2015-6941
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-SALT-42128;salt;[,2016.11.7),[2017.7.0,2017.7.1);CVE-2017-12791;;;;;;https://github.com/saltstack/salt/pull/42944;;https://nvd.nist.gov/vuln/detail/CVE-2017-12791
H;Credential Exposure;https://snyk.io/vuln/SNYK-PYTHON-SALT-42127;salt;[,2016.11.4);CVE-2017-8109;;https://github.com/saltstack/salt/pull/40609/commits/6e34c2b5e5e849302af7ccd00509929c3809c658;;;;https://github.com/saltstack/salt/pull/40609;https://github.com/saltstack/salt/issues/40075;https://nvd.nist.gov/vuln/detail/CVE-2017-8109
H;Privilege Escalation;https://snyk.io/vuln/SNYK-PYTHON-SALT-42126;salt;[,0.17.1);CVE-2013-6617;;;;;;;;
M;Client Impersonation;https://snyk.io/vuln/SNYK-PYTHON-SALT-42125;salt;[0.15,0.17.1);CVE-2013-4439;;;;;;https://github.com/saltstack/salt/pull/7356;;
M;Arbitrary Routine Execution;https://snyk.io/vuln/SNYK-PYTHON-SALT-42124;salt;[,0.17.1);CVE-2013-4435;;;;;;;;
M;Authentication Bypass;https://snyk.io/vuln/SNYK-PYTHON-SALT-42123;salt;[,2015.5.10),[2015.8.0,2015.8.8);CVE-2016-3176;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2016-3176
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PLONEAPPDISCUSSION-42132;plone-app-discussion;[,2.4.14);;;https://github.com/plone/plone.app.discussion/commit/e1dbaef82a801c58576057564ab3689dba983c15;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-DATEABLECHRONOS-42134;dateable.chronos;[,0.8);;;https://github.com/collective/dateable.chronos/commit/fd91af02186e61b3e161a2f620da9422eb228c71;;;;;;
M;Improper Validation;https://snyk.io/vuln/SNYK-PYTHON-COLLECTIVENOTICEBOARD-42133;collective-noticeboard;[,0.7.1);;;https://github.com/collective/collective.noticeboard/commit/a839c9da9fe0af63045c6ec195d816c946ddcf2b;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PASTE-42121;paste;[,1.7.4);CVE-2010-2477;;;;;;;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-CFSCRAPE-42116;cfscrape;[1.6.6,1.8.0);CVE-2017-7235;;;;;;;https://github.com/Anorov/cloudflare-scrape/issues/97;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-FUTOINCID-42115;futoin-cid;[,0.8.5);;;https://github.com/futoin/cid-tool/commit/8da1898f5eb2d987514822d964b51e02e3ca58df;;;;;;
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-DJANGOREGISTRATIONREDUX-42114;django-registration-redux;[,1.7);;;;;;;https://github.com/macropin/django-registration/pull/268;;
H;Deserialization of Untrusted Data;https://snyk.io/vuln/SNYK-PYTHON-TABLIB-42112;tablib;[,0.11.4);CVE-2017-2810;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2017-2810
M;Weak Encryption;https://snyk.io/vuln/SNYK-PYTHON-PYSAML2-42108;pysaml2;[,4.6.0);CVE-2017-1000246;;https://github.com/IdentityPython/pysaml2/commit/79d679883f0b198511ea5eeaaf53f1f625e8d938;https://github.com/IdentityPython/pysaml2/releases/tag/v4.6.0;;;;https://github.com/IdentityPython/pysaml2/issues/417;
H;DNS Rebinding;https://snyk.io/vuln/SNYK-PYTHON-RESTVIEW-42107;restview;[,2.8.1);;;;;;;;https://github.com/mgedmin/restview/issues/51;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-MERCURIAL-42106;mercurial;[,4.1.3);CVE-2017-9462;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2017-9462
L;Insecure Default;https://snyk.io/vuln/SNYK-PYTHON-GIRDER-42113;girder;[,2.5.0);;;;;;;;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-FLEX-42109;flex;[,6.12.0);;;;;;;;;
H;Insufficient Validation;https://snyk.io/vuln/SNYK-PYTHON-FEDMSG-42110;fedmsg;[,0.18.2);CVE-2017-1000001;;https://github.com/fedora-infra/fedmsg/commit/5c21cf88a;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2017-1000001
H;Arbitrary Code Injection;https://snyk.io/vuln/SNYK-PYTHON-BODHI-42111;bodhi;[,2.9.1);CVE-2017-1002152;;;;;;https://github.com/fedora-infra/bodhi/pull/1755;https://github.com/fedora-infra/bodhi/issues/1740;
H;Malicious Package;https://snyk.io/vuln/SNYK-PYTHON-SSHDECORATE-40786;ssh-decorate;[0.28,0.31];;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PLONEAPPEVENT-42104;plone-app-event;[,2.0.10);;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSPLONEFORMGEN-42100;products-ploneformgen;[,1.8.1);;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PLONEAPPCONTENTTYPES-42103;plone-app-contenttypes;[,1.2.15);;;;;;;;;
M;Insufficient Password Verification;https://snyk.io/vuln/SNYK-PYTHON-KINTO-42101;kinto;[,8.2.3);;;;;;;;;
M;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-BIRDHOUSEBUILDERRECIPENGINX-42102;birdhousebuilder-recipe-nginx;[,0.1.5);;;;;;;;;
H;Client Impersonation;https://snyk.io/vuln/SNYK-PYTHON-SALT-42099;salt;[,2016.3.6);CVE-2017-7893;;;;;;https://github.com/saltstack/salt/pull/39855;;https://nvd.nist.gov/vuln/detail/CVE-2017-7893
H;Server-side Request Forgery (SSRF);https://snyk.io/vuln/SNYK-PYTHON-GLASTOPF-42098;glastopf;[0,];CVE-2018-10220;;;;;;;https://github.com/mushorg/glastopf/issues/286;https://nvd.nist.gov/vuln/detail/CVE-2018-10220
M;Improper Validation of Integrity Check;https://snyk.io/vuln/SNYK-PYTHON-TLSLITENG-42096;tlslite-ng;[,0.8.0-alpha3);CVE-2018-1000159;;https://github.com/tomato42/tlslite-ng/commit/ec5c61fae8b8eee0f62717091775f68d8161ca34;;;;https://github.com/tomato42/tlslite-ng/pull/234;;https://nvd.nist.gov/vuln/detail/CVE-2018-1000159
H;Deserialization of Untrusted Data;https://snyk.io/vuln/SNYK-PYTHON-SURICATAUPDATE-42095;suricata-update;[,1.0.0b1);CVE-2018-1000167;;;;;;https://github.com/OISF/suricata-update/pull/23;;https://nvd.nist.gov/vuln/detail/CVE-2018-1000167
H;HTTP Response Splitting;https://snyk.io/vuln/SNYK-PYTHON-GUNICORN-42097;gunicorn;[,19.5.0);CVE-2018-1000164;;https://github.com/fofanov/gunicorn/commit/6c3d8f9c205f541a6ae0a1d5eba32b1cfca252ee;;;;;https://github.com/benoitc/gunicorn/issues/1227;https://nvd.nist.gov/vuln/detail/CVE-2018-1000164
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-ROPE-42094;rope;[,0.11.0);CVE-2014-3539;;;;;;https://github.com/python-rope/rope/pull/251;;https://nvd.nist.gov/vuln/detail/CVE-2014-3539
H;Cross-site Request Forgery (CSRF);https://snyk.io/vuln/SNYK-PYTHON-KOTTI-42093;kotti;[,1.3.2),[2.0.0a1,2.0.0b2);CVE-2018-9856;;https://github.com/Kotti/Kotti/commit/00b56681fa9fb8587869a5e00dcd56503081d3b9;;;;;https://github.com/Kotti/Kotti/issues/551;https://nvd.nist.gov/vuln/detail/CVE-2018-9856
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-AJENTIPANEL-42092;ajenti-panel;[0,];CVE-2018-1000126;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2018-1000126
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSCMFCORE-42090;products.cmfcore;[,2.1.0beta2);CVE-2007-0240;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2007-0240
M;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-ASTROPY-42091;astropy;[,3.0.1);;;;;;;;;
M;Deprecated Cypher;https://snyk.io/vuln/SNYK-PYTHON-PYCRYPTODOME-40784;pycryptodome;[,3.4.4);;;;;;;;;
H;Authentication Bypass;https://snyk.io/vuln/SNYK-PYTHON-PARAMIKO-42086;paramiko;[,1.17.6),[1.18.0, 1.18.5),[2.0.0, 2.0.8),[2.1.0, 2.1.5),[2.2.0, 2.2.3),[2.3.0,2.3.2),[2.4.0, 2.4.1);CVE-2018-7750;;https://github.com/paramiko/paramiko/commit/fa29bd8446c8eab237f5187d28787727b4610516;;;;;https://github.com/paramiko/paramiko/issues/1175;
